id,sourceTableFile,sourceRowNumberApprox,sectionCode,sectionTitle,itemCode,workElementDescription,unit,manHoursPerUnit
26-24-16.00-0020-60-ampere-each,fileoutpart364.xlsx,5,26 24 16.00,"Install safety switch, three poles, general or heavy duty",0020,60 ampere,Each,3.2
26-24-16.00-0030-100-ampere-each,fileoutpart364.xlsx,6,26 24 16.00,"Install safety switch, three poles, general or heavy duty",0030,100 ampere,Each,4
26-24-16.00-0040-225-ampere-each,fileoutpart364.xlsx,7,26 24 16.00,"Install safety switch, three poles, general or heavy duty",0040,225 ampere,Each,7.2
26-24-16.00-0050-400-ampere-each,fileoutpart364.xlsx,8,26 24 16.00,"Install safety switch, three poles, general or heavy duty",0050,400 ampere,Each,11.2
26-24-16.00-0060-600-ampere-each,fileoutpart364.xlsx,9,26 24 16.00,"Install safety switch, three poles, general or heavy duty",0060,600 ampere,Each,17.6
26-24-16.00-0065-20-ampere-each,fileoutpart364.xlsx,11,26 24 16.00,"Install circuit breakers, enclosed, NEMA type 1, 600 volt, three poles",0065,20 ampere,Each,2.4
26-24-16.00-0070-30-ampere-each,fileoutpart364.xlsx,12,26 24 16.00,"Install circuit breakers, enclosed, NEMA type 1, 600 volt, three poles",0070,30 ampere,Each,2.4
26-24-16.00-0080-60-ampere-each,fileoutpart364.xlsx,13,26 24 16.00,"Install circuit breakers, enclosed, NEMA type 1, 600 volt, three poles",0080,60 ampere,Each,3.2
26-24-16.00-0090-100-ampere-each,fileoutpart364.xlsx,14,26 24 16.00,"Install circuit breakers, enclosed, NEMA type 1, 600 volt, three poles",0090,100 ampere,Each,4.8
26-24-16.00-0100-225-ampere-each,fileoutpart364.xlsx,15,26 24 16.00,"Install circuit breakers, enclosed, NEMA type 1, 600 volt, three poles",0100,225 ampere,Each,6.4
26-24-16.00-0110-400-ampere-each,fileoutpart364.xlsx,16,26 24 16.00,"Install circuit breakers, enclosed, NEMA type 1, 600 volt, three poles",0110,400 ampere,Each,11.2
26-24-16.00-0120-600-ampere-each,fileoutpart364.xlsx,17,26 24 16.00,"Install circuit breakers, enclosed, NEMA type 1, 600 volt, three poles",0120,600 ampere,Each,17.6
26-24-16.00-0130-12-circuits-or-less-each,fileoutpart364.xlsx,19,26 24 16.00,"Install panel boards, lighting, and power four-wire, three-phase, 100 to 225 ampere main lugs",0130,12 circuits or less,Each,9.6
26-24-16.00-0140-13-to-20-circuits-each,fileoutpart364.xlsx,20,26 24 16.00,"Install panel boards, lighting, and power four-wire, three-phase, 100 to 225 ampere main lugs",0140,13 to 20 circuits,Each,16
26-24-16.00-0150-21-to-24-circuits-each,fileoutpart364.xlsx,21,26 24 16.00,"Install panel boards, lighting, and power four-wire, three-phase, 100 to 225 ampere main lugs",0150,21 to 24 circuits,Each,17.6
26-24-16.00-0160-25-to-30-circuits-each,fileoutpart364.xlsx,22,26 24 16.00,"Install panel boards, lighting, and power four-wire, three-phase, 100 to 225 ampere main lugs",0160,25 to 30 circuits,Each,20
26-24-16.00-0170-31-to-36-circuits-each,fileoutpart364.xlsx,23,26 24 16.00,"Install panel boards, lighting, and power four-wire, three-phase, 100 to 225 ampere main lugs",0170,31 to 36 circuits,Each,23.2
26-24-16.00-0180-37-to-42-circuits-each,fileoutpart364.xlsx,24,26 24 16.00,"Install panel boards, lighting, and power four-wire, three-phase, 100 to 225 ampere main lugs",0180,37 to 42 circuits,Each,26.4
26-24-16.00-0400-40a-pdise-m40-each,fileoutpart364.xlsx,27,26 24 16.00,Install Tactical Distribution Load Centers,0400,"40A, PDISE M40",Each,1
26-24-16.00-0410-60a-pdise-m60-each,fileoutpart364.xlsx,28,26 24 16.00,Install Tactical Distribution Load Centers,0410,"60A, PDISE M60",Each,1
26-24-16.00-0420-100a-pdise-m100-each,fileoutpart364.xlsx,29,26 24 16.00,Install Tactical Distribution Load Centers,0420,"100A, PDISE M100",Each,1.5
26-24-16.00-0430-200a-pdise-m200-each,fileoutpart364.xlsx,30,26 24 16.00,Install Tactical Distribution Load Centers,0430,"200A, PDISE M200",Each,1.5
26-24-16.00-0500-5kw-mepdis-r-usmc-each,fileoutpart364.xlsx,32,26 24 16.00,Minimum suggested crew size: two laborers.,0500,"5kW MEPDIS-R, USMC",Each,1
26-24-16.00-0510-15kw-mepdis-r-usmc-each,fileoutpart364.xlsx,33,26 24 16.00,Minimum suggested crew size: two laborers.,0510,"15kW MEPDIS-R, USMC",Each,1
26-24-16.00-0520-30kw-mepdis-r-usmc-each,fileoutpart364.xlsx,34,26 24 16.00,Minimum suggested crew size: two laborers.,0520,"30kW MEPDIS-R, USMC",Each,1.5
26-24-16.00-0530-100kw-mepdis-r-usmc-each,fileoutpart364.xlsx,35,26 24 16.00,Minimum suggested crew size: two laborers.,0530,"100kW MEPDIS-R, USMC",Each,1.5
26-24-16.00-0540-300kw-mepdis-r-usmc-each,fileoutpart364.xlsx,36,26 24 16.00,Minimum suggested crew size: two laborers.,0540,"300kW MEPDIS-R, USMC",Each,1.5
26-24-16.00-0700-200a-power-distribution-box-pdb-usn-each,fileoutpart364.xlsx,38,26 24 16.00,"Minimum suggested crew size: one electrician, one operator.",0700,"200A, Power Distribution Box (PDB), USN",Each,1
26-24-16.00-0710-800a-pdb-usn-each,fileoutpart364.xlsx,39,26 24 16.00,"Minimum suggested crew size: one electrician, one operator.",0710,"800A, PDB, USN",Each,1
26-24-19.40-0010-connect-light-equipment-0010-bench-tools-table-mounted-galley-equipment-each,fileoutpart366.xlsx,3,26 24 19.40,Motor Starters and Controllers,0010,"Connect light equipment (0010) (bench tools, table-mounted galley equipment)",Each,2.2
26-24-19.40-0020-connect-heavy-equipment-0020-large-floor-mounted-machines-and-galley-equipment-each,fileoutpart366.xlsx,4,26 24 19.40,Motor Starters and Controllers,0020,Connect heavy equipment (0020) (large floor-mounted machines and galley equipment),Each,4
26-24-19.40-0030-5-horsepower-size-0-each,fileoutpart366.xlsx,6,26 24 19.40,"Motor starters and controls, magnetic full voltage non-reversing (FVNR) with heaters and enclosures",0030,"5 horsepower, size 0",Each,3.2
26-24-19.40-0040-10-horsepower-size-1-each,fileoutpart366.xlsx,7,26 24 19.40,"Motor starters and controls, magnetic full voltage non-reversing (FVNR) with heaters and enclosures",0040,"10 horsepower, size 1",Each,5.6
26-24-19.40-0050-25-horsepower-size-2-each,fileoutpart366.xlsx,8,26 24 19.40,"Motor starters and controls, magnetic full voltage non-reversing (FVNR) with heaters and enclosures",0050,"25 horsepower, size 2",Each,10.4
26-24-19.40-0060-50-horsepower-size-3-each,fileoutpart366.xlsx,9,26 24 19.40,"Motor starters and controls, magnetic full voltage non-reversing (FVNR) with heaters and enclosures",0060,"50 horsepower, size 3",Each,12.8
26-24-19.40-0070-100-horsepower-size-4-each,fileoutpart366.xlsx,10,26 24 19.40,"Motor starters and controls, magnetic full voltage non-reversing (FVNR) with heaters and enclosures",0070,"100 horsepower, size 4",Each,21.6
26-24-19.40-0080-5-horsepower-size-0-each,fileoutpart366.xlsx,12,26 24 19.40,"Combination starters, magnetic FVNR with circuit breaker or fused switch and heater",0080,"5 horsepower, size 0",Each,5.6
26-24-19.40-0090-10-horsepower-size-1-each,fileoutpart366.xlsx,13,26 24 19.40,"Combination starters, magnetic FVNR with circuit breaker or fused switch and heater",0090,"10 horsepower, size 1",Each,8
26-24-19.40-0100-25-horsepower-size-2-each,fileoutpart366.xlsx,14,26 24 19.40,"Combination starters, magnetic FVNR with circuit breaker or fused switch and heater",0100,"25 horsepower, size 2",Each,12
26-24-19.40-0110-50-horsepower-size-3-each,fileoutpart366.xlsx,15,26 24 19.40,"Combination starters, magnetic FVNR with circuit breaker or fused switch and heater",0110,"50 horsepower, size 3",Each,15.2
26-24-19.40-0120-100-horsepower-size-4-each,fileoutpart366.xlsx,16,26 24 19.40,"Combination starters, magnetic FVNR with circuit breaker or fused switch and heater",0120,"100 horsepower, size 4",Each,23.2
26-24-19.40-0130-start-and-stop-each,fileoutpart366.xlsx,18,26 24 19.40,"Control stations, heavy duty",0130,Start and stop,Each,0.8
26-24-19.40-0140-start-stop-and-pilot-light-each,fileoutpart366.xlsx,19,26 24 19.40,"Control stations, heavy duty",0140,"Start, stop, and pilot light",Each,1.6
26-24-19.40-0150-hand-off-automatic-each,fileoutpart366.xlsx,20,26 24 19.40,"Control stations, heavy duty",0150,"Hand, off, automatic",Each,1.6
26-24-19.40-0160-stop-start-and-reverse-each,fileoutpart366.xlsx,21,26 24 19.40,"Control stations, heavy duty",0160,"Stop, start, and reverse",Each,1.6
26-24-19.40-0170-circuit-testing-and-balance-three-phase-circuit-each,fileoutpart366.xlsx,22,26 24 19.40,"Control stations, heavy duty",0170,Circuit testing and balance three-phase circuit,Each,1.6
26-25-13-0010-4-by-4-inches-lf,fileoutpart368.xlsx,5,26 25 13,"5-foot length, screw cover with fittings and supports",0010,4 by 4 inches,LF,0.32
26-25-13-0020-6-by-6-inches-lf,fileoutpart368.xlsx,6,26 25 13,"5-foot length, screw cover with fittings and supports",0020,6 by 6 inches,LF,0.32
26-25-13-0030-8-by-8-inches-lf,fileoutpart368.xlsx,7,26 25 13,"5-foot length, screw cover with fittings and supports",0030,8 by 8 inches,LF,0.48
26-25-13-0040-12-inches-wide-lf,fileoutpart368.xlsx,10,26 25 13,"Ladder type, galvanized steel with fittings and supports",0040,12 inches wide,LF,0.248
26-25-13-0050-18-inches-wide-lf,fileoutpart368.xlsx,11,26 25 13,"Ladder type, galvanized steel with fittings and supports",0050,18 inches wide,LF,0.28
26-25-13-0060-24-inches-wide-lf,fileoutpart368.xlsx,12,26 25 13,"Ladder type, galvanized steel with fittings and supports",0060,24 inches wide,LF,0.32
26-28-16.20-0010-30-amp-each,fileoutpart370.xlsx,4,26 28 16.20,"General Duty 240V, 3 Pole NEMA 1, fusible",0010,30 amp,Each,3
26-28-16.20-0020-60-amp-each,fileoutpart370.xlsx,5,26 28 16.20,"General Duty 240V, 3 Pole NEMA 1, fusible",0020,60 amp,Each,4
26-28-16.20-0030-100-amp-each,fileoutpart370.xlsx,6,26 28 16.20,"General Duty 240V, 3 Pole NEMA 1, fusible",0030,100 amp,Each,4.75
26-28-16.20-0040-200-amp-each,fileoutpart370.xlsx,7,26 28 16.20,"General Duty 240V, 3 Pole NEMA 1, fusible",0040,200 amp,Each,9
26-28-16.20-0050-400-amp-each,fileoutpart370.xlsx,8,26 28 16.20,"General Duty 240V, 3 Pole NEMA 1, fusible",0050,400 amp,Each,12
26-28-16.20-0210-30-amp-each,fileoutpart370.xlsx,10,26 28 16.20,"Heavy Duty, 600V, 3 Pole NEMA 1, nonfusible",0210,30 amp,Each,3
26-28-16.20-0220-60-amp-each,fileoutpart370.xlsx,11,26 28 16.20,"Heavy Duty, 600V, 3 Pole NEMA 1, nonfusible",0220,60 amp,Each,4
26-28-16.20-0230-100-amp-each,fileoutpart370.xlsx,12,26 28 16.20,"Heavy Duty, 600V, 3 Pole NEMA 1, nonfusible",0230,100 amp,Each,5
26-28-16.20-0310-30-amp-each,fileoutpart370.xlsx,14,26 28 16.20,"Heavy Duty, 240V, 3 Pole NEMA 3R, fusible",0310,30 amp,Each,3
26-28-16.20-0320-60-amp-each,fileoutpart370.xlsx,15,26 28 16.20,"Heavy Duty, 240V, 3 Pole NEMA 3R, fusible",0320,60 amp,Each,4.5
26-32-13.13-0010-3-kw-each,fileoutpart372.xlsx,4,26 32 13.13,Diesel Engine Driven Generator Sets,0010,3 kW,Each,24
26-32-13.13-0020-12-kw-each,fileoutpart372.xlsx,5,26 32 13.13,Diesel Engine Driven Generator Sets,0020,12 kW,Each,28.16
26-32-13.13-0030-50-kw-each,fileoutpart372.xlsx,6,26 32 13.13,Diesel Engine Driven Generator Sets,0030,50 kW,Each,47.6
26-32-13.13-0040-300-kw-each,fileoutpart372.xlsx,7,26 32 13.13,Diesel Engine Driven Generator Sets,0040,300 kW,Each,90.9
26-32-13.13-0050-400-kw-each,fileoutpart372.xlsx,8,26 32 13.13,Diesel Engine Driven Generator Sets,0050,400 kW,Each,105
26-32-13.13-0060-500-kw-each,fileoutpart372.xlsx,9,26 32 13.13,Diesel Engine Driven Generator Sets,0060,500 kW,Each,111
26-32-13.13-0100-2-kw-each,fileoutpart372.xlsx,12,26 32 13.13,Tactical Generator Sets,0100,2 kW,Each,0.25
26-32-13.13-0110-3-kw-each,fileoutpart372.xlsx,13,26 32 13.13,Tactical Generator Sets,0110,3 kW,Each,0.25
26-32-13.13-0120-5-kw-each,fileoutpart372.xlsx,14,26 32 13.13,Tactical Generator Sets,0120,5 kW,Each,0.5
26-32-13.13-0130-10-kw-each,fileoutpart372.xlsx,15,26 32 13.13,Tactical Generator Sets,0130,10 kW,Each,0.6
26-32-13.13-0140-15-kw-each,fileoutpart372.xlsx,16,26 32 13.13,Tactical Generator Sets,0140,15 kW,Each,0.75
26-32-13.13-0150-30-kw-each,fileoutpart372.xlsx,17,26 32 13.13,Tactical Generator Sets,0150,30 kW,Each,0.8
26-32-13.13-0160-60-kw-each,fileoutpart372.xlsx,18,26 32 13.13,Tactical Generator Sets,0160,60 kW,Each,1
26-32-13.13-0170-100-kw-each,fileoutpart372.xlsx,19,26 32 13.13,Tactical Generator Sets,0170,100 kW,Each,1
26-32-13.13-0180-200-kw-each,fileoutpart372.xlsx,20,26 32 13.13,Tactical Generator Sets,0180,200 kW,Each,1
26-32-13.13-0220-5-kw-each,fileoutpart372.xlsx,23,26 32 13.13,Tactical Generator Sets (USMC),0220,5 kW,Each,0.5
26-32-13.13-0230-10-kw-each,fileoutpart372.xlsx,24,26 32 13.13,Tactical Generator Sets (USMC),0230,10 kW,Each,0.6
26-32-13.13-0240-15-kw-each,fileoutpart372.xlsx,25,26 32 13.13,Tactical Generator Sets (USMC),0240,15 kW,Each,0.75
26-32-13.13-0250-30-kw-each,fileoutpart372.xlsx,26,26 32 13.13,Tactical Generator Sets (USMC),0250,30 kW,Each,0.8
26-32-13.13-0260-60-kw-each,fileoutpart372.xlsx,27,26 32 13.13,Tactical Generator Sets (USMC),0260,60 kW,Each,1
26-32-13.13-0270-100-kw-each,fileoutpart372.xlsx,28,26 32 13.13,Tactical Generator Sets (USMC),0270,100 kW,Each,1
26-32-13.13-0280-200-kw-each,fileoutpart372.xlsx,29,26 32 13.13,Tactical Generator Sets (USMC),0280,200 kW,Each,1
26-32-13.13-0300-10-kw-each,fileoutpart372.xlsx,32,26 32 13.13,Tactical Generator Sets (USN),0300,10 kW,Each,1.5
26-32-13.13-0310-15-kw-each,fileoutpart372.xlsx,33,26 32 13.13,Tactical Generator Sets (USN),0310,15 kW,Each,1.5
26-32-13.13-0320-30-kw-each,fileoutpart372.xlsx,34,26 32 13.13,Tactical Generator Sets (USN),0320,30 kW,Each,1.5
26-32-13.13-0330-60-kw-each,fileoutpart372.xlsx,35,26 32 13.13,Tactical Generator Sets (USN),0330,60 kW,Each,1.5
26-32-13.13-0340-60-kw-2-with-distribution-usn-each,fileoutpart372.xlsx,36,26 32 13.13,Tactical Generator Sets (USN),0340,"60 kW(2) with distribution, USN",Each,3
26-36-13.10-0100-manual-operated-nema-3r-480-volt-3-pole-100-amp-each,fileoutpart374.xlsx,3,26 36 13.10,Manual Transfer Switches,0100,"Manual operated, NEMA 3R, 480 volt, 3 pole, 100 amp",Each,9
26-36-13.10-0020-manual-operated-nema-3r-480-volt-3-pole-200-amp-each,fileoutpart374.xlsx,4,26 36 13.10,Manual Transfer Switches,0020,"Manual operated, NEMA 3R, 480 volt, 3 pole, 200 amp",Each,12
26-36-13.10-0030-manual-operated-nema-3r-480-volt-3-pole-400-amp-each,fileoutpart374.xlsx,5,26 36 13.10,Manual Transfer Switches,0030,"Manual operated, NEMA 3R, 480 volt, 3 pole, 400 amp",Each,15
26-36-23.10-0100-manual-operated-nema-3r-480-volt-3-pole-100-amp-each,fileoutpart374.xlsx,8,26 36 23.10,Automatic Transfer Switches,0100,"Manual operated, NEMA 3R, 480 volt, 3 pole, 100 amp",Each,9
26-36-23.10-0020-manual-operated-nema-3r-480-volt-3-pole-200-amp-each,fileoutpart374.xlsx,9,26 36 23.10,Automatic Transfer Switches,0020,"Manual operated, NEMA 3R, 480 volt, 3 pole, 200 amp",Each,12
26-36-23.10-0030-manual-operated-nema-3r-480-volt-3-pole-400-amp-each,fileoutpart374.xlsx,10,26 36 23.10,Automatic Transfer Switches,0030,"Manual operated, NEMA 3R, 480 volt, 3 pole, 400 amp",Each,15
26-56-00.00-0010-install-foundations-for-metal-standards-see-note-1-each,fileoutpart376.xlsx,3,26 56 00.00,Exterior Lighting,0010,Install foundations for metal standards (See Note 1),Each,12
26-56-00.00-0020-aluminum-standard-each,fileoutpart376.xlsx,5,26 56 00.00,Install metal light standards (30 feet) (See Note 2),0020,aluminum standard,Each,11.2
26-56-00.00-0030-steel-standard-each,fileoutpart376.xlsx,6,26 56 00.00,Install metal light standards (30 feet) (See Note 2),0030,steel standard,Each,12
26-56-00.00-0040-install-wooden-pole-with-street-light-see-notes-3-4-each,fileoutpart376.xlsx,7,26 56 00.00,Install metal light standards (30 feet) (See Note 2),0040,"Install wooden pole with street light (See Notes 3, 4)",Each,9.6
26-56-00.00-0050-install-wooden-pole-with-two-flood-lights-see-notes-3-4-each,fileoutpart376.xlsx,8,26 56 00.00,Install metal light standards (30 feet) (See Note 2),0050,"Install wooden pole with two flood lights (See Notes 3, 4)",Each,11.2
26-56-00.00-0055-install-precast-concrete-pole-each,fileoutpart376.xlsx,9,26 56 00.00,Install metal light standards (30 feet) (See Note 2),0055,Install precast concrete pole,Each,9.6
26-56-00.00-0060-string-one-conductor-for-series-lighting-lf,fileoutpart376.xlsx,10,26 56 00.00,Install metal light standards (30 feet) (See Note 2),0060,String one conductor for series lighting,LF,0.02
26-56-00.00-0070-connect-streetlight-floodlight-to-power-each,fileoutpart376.xlsx,11,26 56 00.00,Install metal light standards (30 feet) (See Note 2),0070,Connect streetlight/floodlight to power,Each,4.8
26-56-00.00-0080-install-lighting-transformer-each,fileoutpart376.xlsx,12,26 56 00.00,Install metal light standards (30 feet) (See Note 2),0080,Install lighting transformer,Each,12
26-56-00.00-0090-installed-in-vault-each,fileoutpart376.xlsx,14,26 56 00.00,Install constant current regulator and control devices for street lighting,0090,Installed in vault,Each,6.4
26-56-00.00-0100-installed-on-pole-each,fileoutpart376.xlsx,15,26 56 00.00,Install constant current regulator and control devices for street lighting,0100,installed on pole,Each,8
27-13-00.00-0020-polyethylene-sheath-100-pair-lf,fileoutpart378.xlsx,4,27 13 00.00,Pull cable in conduit,0020,"Polyethylene sheath, 100 pair",LF,0.4
27-13-00.00-0030-install-exposed-interior-cable-26-pair-lf,fileoutpart378.xlsx,5,27 13 00.00,Pull cable in conduit,0030,"Install exposed interior cable, 26 pair",LF,0.32
27-13-00.00-0040-install-telephone-terminal-box-each,fileoutpart378.xlsx,6,27 13 00.00,Pull cable in conduit,0040,Install telephone terminal box,Each,2.4
27-13-00.00-0050-install-cat-5-connector-each,fileoutpart378.xlsx,7,27 13 00.00,Pull cable in conduit,0050,Install CAT 5 connector,Each,0.1
27-13-00.00-0060-install-polyethylene-cable-terminal-26-pair-each,fileoutpart378.xlsx,8,27 13 00.00,Pull cable in conduit,0060,"Install polyethylene cable terminal, 26 pair",Each,1.6
27-13-00.00-0070-connect-terminal-stub-to-cable-polyethylene-sheath-26-pair-each,fileoutpart378.xlsx,9,27 13 00.00,Pull cable in conduit,0070,"Connect terminal stub to cable, polyethylene sheath, 26 pair",Each,2.4
27-13-00.00-0080-install-telephone-complete-any-style-one-line-each,fileoutpart378.xlsx,10,27 13 00.00,Pull cable in conduit,0080,"Install telephone, complete, any style, one line",Each,3.2
27-13-00.00-0090-splice-telephone-cable-in-building-vault-or-manhole-polyethylene-sheath-splice,fileoutpart378.xlsx,11,27 13 00.00,Pull cable in conduit,0090,"Splice telephone cable in building, vault, or manhole polyethylene sheath",Splice,5.6
27-13-00.00-0100-testing-each,fileoutpart378.xlsx,12,27 13 00.00,Pull cable in conduit,0100,Testing,Each,0.4
27-15-00.00-0010-install-messenger-suspension-clamps-each,fileoutpart380.xlsx,3,27 15 00.00,Communications Horizontal Cabling,0010,Install messenger suspension clamps,Each,0.16
27-15-00.00-0020-attach-messenger-to-suspension-clamps-feet,fileoutpart380.xlsx,4,27 15 00.00,Communications Horizontal Cabling,0020,Attach messenger to suspension clamps,Feet,0.032
27-15-00.00-0030-splicing-overhead-cable-straight-splice-polyethylene-sheath-and-insulation-100-pair-splice,fileoutpart380.xlsx,5,27 15 00.00,Communications Horizontal Cabling,0030,Splicing overhead cable (straight splice) polyethylene sheath and insulation-100 pair,Splice,5.6
27-15-00.00-0040-terminating-cable-at-terminal-box-or-main-distribution-frame-tag-splice-polyethylene-sheat-splice,fileoutpart380.xlsx,6,27 15 00.00,Communications Horizontal Cabling,0040,Terminating cable at terminal box or main distribution frame (tag splice) polyethylene sheath and insulation-100 pair,Splice,8
27-15-13.13-0010-install-cat-6-cable-lf,fileoutpart380.xlsx,9,27 15 13.13,Communications Copper Horizontal Cabling,0010,Install CAT 6 cable,LF,0.0171
27-15-13.13-0100-install-connector-rj45-cat-5-or-6-each,fileoutpart380.xlsx,10,27 15 13.13,Communications Copper Horizontal Cabling,0100,"Install connector RJ45, CAT 5 or 6",Each,0.15
27-15-13.13-0120-install-jack-rj45-cat-5-or-6-each,fileoutpart380.xlsx,11,27 15 13.13,Communications Copper Horizontal Cabling,0120,"Install jack RJ45, CAT 5 or 6",Each,0.1845
27-51-00-0010-office-each,fileoutpart382.xlsx,4,27 51 00,Public address system conventional,0010,office,Each,2.4
27-51-00-0020-industrial-each,fileoutpart382.xlsx,5,27 51 00,Public address system conventional,0020,industrial,Each,4
27-51-00-0030-speakers-ceiling-or-wall-mounted-each,fileoutpart382.xlsx,7,27 51 00,Sound system,0030,"speakers, ceiling, or wall mounted",Each,1.6
27-51-00-0040-speakers-each,fileoutpart382.xlsx,8,27 51 00,Sound system,0040,speakers,Each,3.2
27-51-00-0050-volume-control-each,fileoutpart382.xlsx,9,27 51 00,Sound system,0050,volume control,Each,1.6
27-51-00-0060-amplifier-250-watt-each,fileoutpart382.xlsx,10,27 51 00,Sound system,0060,"amplifier, 250 watt",Each,9.6
27-51-00-0070-cabinets-each,fileoutpart382.xlsx,11,27 51 00,Sound system,0070,cabinets,Each,9.6
27-51-00-0080-up-to-25-station-capacity-each,fileoutpart382.xlsx,13,27 51 00,"Intercom, master",0080,up to 25 station capacity,Each,9.6
27-51-00-0090-remote-station-each,fileoutpart382.xlsx,14,27 51 00,"Intercom, master",0090,remote station,Each,1.6
27-51-00-0100-12-zones-annunciator-each,fileoutpart382.xlsx,16,27 51 00,Emergency call system,0100,"12 zones, annunciator",Each,11.2
27-51-00-0110-bell-each,fileoutpart382.xlsx,17,27 51 00,Emergency call system,0110,bell,Each,1.6
27-51-00-0120-light-or-relay-each,fileoutpart382.xlsx,18,27 51 00,Emergency call system,0120,light or relay,Each,1.6
27-51-00-0130-transformer-each,fileoutpart382.xlsx,19,27 51 00,Emergency call system,0130,transformer,Each,4
27-51-00-0170-terminal-box-each,fileoutpart382.xlsx,20,27 51 00,Emergency call system,0170,Terminal box,Each,3.2
27-51-00-0180-amplifier-or-power-supply-each,fileoutpart382.xlsx,21,27 51 00,Emergency call system,0180,Amplifier or power supply,Each,4.8
27-51-00-0190-annunciator-master-intercom-and-amplifier-each,fileoutpart382.xlsx,22,27 51 00,Emergency call system,0190,"Annunciator, master intercom, and amplifier",Each,1
27-51-00-0200-testing-and-other-devices-each,fileoutpart382.xlsx,23,27 51 00,Emergency call system,0200,Testing and other devices,Each,0.16
28-31-23.50-0010-4-zones-each,fileoutpart384.xlsx,4,28 31 23.50,"Fire alarm control panel,",0010,4 zones,Each,8
28-31-23.50-0020-8-zones-each,fileoutpart384.xlsx,5,28 31 23.50,"Fire alarm control panel,",0020,8 zones,Each,16
28-31-23.50-0030-12-zones-each,fileoutpart384.xlsx,6,28 31 23.50,"Fire alarm control panel,",0030,12 zones,Each,23.988
28-31-23.50-0035-fire-alarm-actuating-device-each,fileoutpart384.xlsx,7,28 31 23.50,"Fire alarm control panel,",0035,Fire alarm actuating device,Each,1
28-31-23.50-0040-battery-and-rack-each,fileoutpart384.xlsx,8,28 31 23.50,"Fire alarm control panel,",0040,Battery and rack,Each,2
28-31-23.50-0050-warning-device-bell-strobe-etc-each,fileoutpart384.xlsx,9,28 31 23.50,"Fire alarm control panel,",0050,"Warning device, bell, strobe etc.",Each,2
28-31-46.50-0010-detector-smoke-ceiling-type-each,fileoutpart384.xlsx,13,28 31 46.50,Smoke Detectors,0010,"Detector, smoke, ceiling type",Each,1.29
28-31-46.50-0020-duct-type-each,fileoutpart384.xlsx,14,28 31 46.50,Smoke Detectors,0020,Duct type,Each,2.5
31-11-10.10-0010-light-trees-to-6-inch-diameter-acre,fileoutpart398.xlsx,4,31 11 10.10,"Cut and chip trees; 3 CYD crawler loader, brush chipper, and chain saws",0010,light trees to 6-inch diameter,Acre,64
31-11-10.10-0020-grub-stumps-and-remove-acre,fileoutpart398.xlsx,5,31 11 10.10,"Cut and chip trees; 3 CYD crawler loader, brush chipper, and chain saws",0020,grub stumps and remove,Acre,16
31-11-10.10-0030-medium-trees-to-12-inch-diameter-acre,fileoutpart398.xlsx,6,31 11 10.10,"Cut and chip trees; 3 CYD crawler loader, brush chipper, and chain saws",0030,medium trees to 12-inch diameter,Acre,92
31-11-10.10-0040-grub-stumps-and-remove-acre,fileoutpart398.xlsx,7,31 11 10.10,"Cut and chip trees; 3 CYD crawler loader, brush chipper, and chain saws",0040,grub stumps and remove,Acre,32
31-11-10.10-0050-heavy-trees-to-24-inch-diameter-acre,fileoutpart398.xlsx,8,31 11 10.10,"Cut and chip trees; 3 CYD crawler loader, brush chipper, and chain saws",0050,heavy trees to 24-inch diameter,Acre,213
31-11-10.10-0060-grub-stumps-and-remove-acre,fileoutpart398.xlsx,9,31 11 10.10,"Cut and chip trees; 3 CYD crawler loader, brush chipper, and chain saws",0060,grub stumps and remove,Acre,64
31-13-13.10-0010-clearing-brush-with-brush-saw-acre,fileoutpart398.xlsx,12,31 13 13.10,Selective Clearing,0010,Clearing brush with brush saw,Acre,42.6
31-13-13.10-0020-by-hand-acre,fileoutpart398.xlsx,13,31 13 13.10,Selective Clearing,0020,by hand,Acre,88.7
31-13-13.10-0030-with-dozer-ball-and-chain-light-clearing-acre,fileoutpart398.xlsx,14,31 13 13.10,Selective Clearing,0030,"with dozer, ball and chain, light clearing",Acre,10.6
31-13-13.10-0040-medium-clearing-acre,fileoutpart398.xlsx,15,31 13 13.10,Selective Clearing,0040,medium clearing,Acre,14.2
31-13-13.10-0050-with-dozer-brush-rake-light-brush-acre,fileoutpart398.xlsx,16,31 13 13.10,Selective Clearing,0050,"with dozer, brush rake, light brush",Acre,2.1
31-13-13.10-0060-medium-brush-to-4-inch-diameter-acre,fileoutpart398.xlsx,17,31 13 13.10,Selective Clearing,0060,medium brush to 4-inch diameter,Acre,2.7
31-13-13.10-0070-heavy-brush-to-4-inch-diameter-acre,fileoutpart398.xlsx,18,31 13 13.10,Selective Clearing,0070,heavy brush to 4-inch diameter,Acre,3.3
31-13-13.10-0080-light-density-acre,fileoutpart398.xlsx,20,31 13 13.10,"Brush mowing, tractor with rotary mower",0080,light density,Acre,5.3
31-13-13.10-0090-medium-density-acre,fileoutpart398.xlsx,21,31 13 13.10,"Brush mowing, tractor with rotary mower",0090,medium density,Acre,7.2
31-13-13.10-0100-heavy-density-acre,fileoutpart398.xlsx,22,31 13 13.10,"Brush mowing, tractor with rotary mower",0100,heavy density,Acre,10.6
